keyword,subj,positive,negative,anger,disgust,fear,happy,sad,surprise
σχετικότατων,0.375,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
καβαλικεύει,0.375,0.0,0.5,0.1875,0.25,0.0,0.0,0.0,0.25
μαντέψτε,0.125,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0625
εκκόλαπταν,0.25,0.0,0.5,0.125,0.1875,0.0,0.0,0.0,0.1875
λιγωμένη,0.75,0.25,1.0,0.0,0.5625,0.0,0.25,0.0,0.25
τράγο,0.5,0.0,0.75,0.5625,0.5,0.0,0.0,0.0,0.25
κολακεύσω,0.75,0.666666666667,0.666666666667,0.0,0.25,0.0,0.375,0.0,0.25
χυδαΐστριες,0.75,0.0,1.0,0.1875,0.5,0.0,0.0,0.0625,0.25
ζωηρότατη,0.375,0.75,0.25,0.0,0.0625,0.0,0.3125,0.0,0.375
ξεπατίκωναν,0.375,0.0,0.75,0.1875,0.25,0.0,0.0,0.0,0.25
κουιντέτο,0.125,0.0,0.25,0.0625,0.125,0.0,0.0,0.0,0.0625
κατσικοκλέφτρας,0.5,0.0,1.0,0.3125,0.4375,0.125,0.0,0.0,0.25
στεγνωμένη,0.25,0.0,0.5,0.0,0.1875,0.0,0.0,0.0,0.0625
ράγιζαν,0.5,0.0,0.75,0.0625,0.0625,0.125,0.0,0.5,0.25
στοργικού,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.25
ψυχεδελικών,0.5,0.75,0.25,0.0,0.0,0.0,0.4375,0.0,0.5
δες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σφύριξες,0.25,0.25,0.5,0.0,0.125,0.0,0.0625,0.0,0.25
κυνικότατη,0.625,0.0,0.75,0.25,0.3125,0.125,0.0,0.0,0.3125
διαισθητικά,0.25,0.0,0.5,0.0,0.0,0.1875,0.0,0.0625,0.125
αρχιψεύτες,0.875,0.0,1.0,0.5625,0.625,0.0625,0.0,0.0,0.1875
εχθρευτήκαμε,0.75,0.0,1.0,0.625,0.5625,0.1875,0.0,0.1875,0.125
θερμότατους,0.5,1.0,0.25,0.125,0.0,0.0,0.5,0.0,0.375
υποβάλλαν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ζεματάγαμε,0.375,0.0,0.75,0.4375,0.25,0.25,0.0,0.25,0.375
διοχετεύσουμε,0.375,0.25,0.75,0.0,0.125,0.0,0.0,0.0,0.125
διπλάρωσέ,0.5,0.0,1.0,0.1875,0.4375,0.0,0.0,0.0,0.1875
άσσου,0.5,1.0,0.25,0.0,0.0,0.0,0.625,0.125,0.375
τελειότατο,0.625,0.75,0.0,0.0,0.0,0.0,0.6875,0.0,0.4375
καθησυχάζουν,0.5,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.25
βάραινέ,0.5,0.0,1.0,0.1875,0.1875,0.0,0.0,0.3125,0.1875
οικτίροντάς,0.75,0.0,1.0,0.1875,0.1875,0.0,0.0,0.8125,0.125
ερωτευθήκανε,0.75,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.375
καρβουνιαρισσών,0.25,0.0,0.5,0.1875,0.25,0.0,0.0,0.0,0.25
ξύλιασα,0.375,0.0,0.75,0.0625,0.25,0.0625,0.0,0.0625,0.3125
πιασμένες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
χιλιάκριβου,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.3125
προαίσθησης,0.5,0.5,0.75,0.0,0.0,0.25,0.1875,0.0625,0.375
μισήσει,0.875,0.0,1.0,0.6875,0.625,0.3125,0.0,0.0,0.375
σφύριξ' τους,0.25,0.25,0.5,0.0,0.125,0.0,0.0625,0.0,0.25
ζωογόνα,0.625,1.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.3125
πίκριζαν,0.375,0.0,0.75,0.0625,0.3125,0.0,0.0,0.1875,0.25
γαμώνται,1.0,0.25,1.0,0.9375,0.625,0.1875,0.1875,0.1875,0.625
ευδοκήστε,0.75,0.75,0.25,0.0,0.0,0.0,0.375,0.0,0.1875
αλτρουιστική,0.625,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.3125
εκλογίκευσαν,0.25,0.25,0.25,0.0,0.0625,0.0625,0.0625,0.0,0.0
σκάμε,0.625,0.0,1.0,0.625,0.375,0.0,0.0,0.0,0.5
προστάτρια,0.375,0.5,0.25,0.0,0.0625,0.0625,0.375,0.0,0.25
κατατρομάζατε,0.75,0.0,1.0,0.25,0.0625,0.9375,0.0,0.0,0.6875
συμμερίστηκε,0.375,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.1875
προμαντέψουνε,0.375,0.25,0.5,0.0,0.0,0.125,0.125,0.0625,0.1875
αρχιδάτες,1.0,1.0,0.0,0.0,0.0,0.0625,0.4375,0.0,0.375
σουρεαλιστικότερες,0.375,0.25,0.75,0.0,0.125,0.0,0.0,0.0,0.3125
συνταξιούχοι,0.25,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0625
κουλότατους,0.5,0.0,0.75,0.25,0.25,0.0,0.0,0.0,0.25
γκάβωσ' τον,0.625,0.0,0.75,0.375,0.375,0.125,0.0,0.0,0.1875
άθλε,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.6875
προσκύνησ' τα,0.375,0.5,0.5,0.125,0.1875,0.0,0.1875,0.0,0.25
σκανδαλίσει,0.75,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.4375
καταφέρουν,0.375,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.125
αμοιβαιότητάς,0.25,0.5,0.0,0.0,0.0,0.0,0.375,0.0,0.25
κόβετε,0.25,0.0,0.25,0.0625,0.125,0.1875,0.0,0.0625,0.125
φρικιασμένος,1.0,0.0,1.0,0.25,0.6875,0.5,0.0,0.25,0.5
επικοινωνήσατε,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
αρβανίτικους,0.5,0.0,0.75,0.375,0.375,0.125,0.0,0.0,0.0
προαισθανόσαστε,0.625,0.5,0.75,0.0,0.0,0.25,0.1875,0.0625,0.25
κολακεύετέ,0.75,0.666666666667,0.666666666667,0.0,0.25,0.0,0.375,0.0,0.25
ραγίζαν,0.5,0.0,0.75,0.0625,0.0625,0.125,0.0,0.5,0.25
πλήρης,0.25,0.5,0.0,0.0,0.0,0.0,0.4375,0.0,0.125
διαισθάνθηκε,0.5,0.25,0.75,0.0,0.0,0.3125,0.0625,0.125,0.1875
ανορθώσεις,0.25,0.25,0.0,0.0,0.0,0.0,0.1875,0.0,0.0
εκλιπόντων,0.375,0.0,0.75,0.0,0.0625,0.0625,0.0,0.625,0.125
μαρμάρωσέ,0.375,0.0,0.75,0.0,0.125,0.625,0.0,0.0,0.75
βαρέθηκε,0.75,0.0,1.0,0.0,0.375,0.0,0.0,0.125,0.125
ειδεχθέστερους,0.75,0.0,1.0,0.375,0.875,0.125,0.0,0.0,0.3125
χόρεψ' την,0.5,0.75,0.0,0.0,0.0,0.0,0.625,0.0,0.3125
ανυπόκριτε,0.5,0.5,0.25,0.0625,0.0625,0.0,0.25,0.0,0.125
βεβαιώνετέ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
έζησες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γκαύλα,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.4375
ειλικρινέστερης,0.5,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.375
οπτικού,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αηδίαζαν,1.0,0.0,1.0,0.4375,1.0,0.0,0.0,0.125,0.3125
μαστρο-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κοινότατοι,0.375,0.0,0.5,0.125,0.1875,0.0625,0.1875,0.0625,0.1875
συνοδοιπόρων,0.25,0.5,0.0,0.0,0.0,0.0,0.3125,0.0,0.125
ανέπλαθες,0.25,0.5,0.0,0.0,0.0,0.0,0.3125,0.0,0.125
κρύοι,0.5,0.0,1.0,0.125,0.25,0.125,0.0,0.125,0.3125
επισκεπτόμαστε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπουχτίζατε,0.875,0.0,1.0,0.4375,0.6875,0.0,0.0,0.0625,0.25
ωτακούστριες,0.375,0.0,0.5,0.125,0.25,0.0,0.0,0.0,0.0625
μαρμαρώναν,0.375,0.0,0.75,0.0,0.125,0.625,0.0,0.0,0.75
σύμπραξής,0.25,0.5,0.0,0.0,0.0,0.0,0.125,0.0,0.1875
ταύτιζα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
πλακώσαμε,0.625,0.0,1.0,0.5,0.25,0.0,0.0,0.375,0.25
μαμμωνάδες,0.75,0.0,1.0,0.25,0.5625,0.0625,0.0,0.0,0.1875
λησμονήσει,0.5,0.0,0.75,0.0,0.0625,0.1875,0.0,0.375,0.1875
πιέσεών,0.5,0.0,0.75,0.25,0.1875,0.125,0.0,0.0,0.1875
μουτρωμένες,0.75,0.0,1.0,0.4375,0.25,0.0,0.0,0.25,0.125
σκουριάζουν,0.5,0.0,0.75,0.125,0.3125,0.0,0.0,0.0,0.25
δροσίσουν,0.375,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.25
επισκεπτόμασταν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αισθήσεων,0.875,1.0,1.0,0.25,0.3125,0.3125,0.3125,0.3125,0.5
συμπονώ,0.75,0.75,0.5,0.0,0.0,0.0,0.25,0.25,0.25
φανταγμένος,0.5,0.75,0.25,0.0,0.0,0.0,0.3125,0.0,0.375
φαγούριζες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ακόρεστων,0.625,0.25,0.75,0.0625,0.3125,0.125,0.0,0.0,0.375
καλοπέρναγες,0.75,0.5,0.5,0.125,0.25,0.0,0.3125,0.0,0.25
ταύτισέ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ευλόγησέ,0.375,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.3125
διαισθάνθηκα,0.5,0.25,0.75,0.0,0.0,0.3125,0.0625,0.125,0.1875
πλάνταζέ,0.875,0.0,1.0,0.0625,0.1875,0.0625,0.0,0.6875,0.4375
ψυχολογώντας,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
τρελότερους,0.5,0.5,0.75,0.3125,0.1875,0.125,0.375,0.0,0.375
κρύο,0.375,0.0,0.75,0.0,0.125,0.125,0.0,0.125,0.375
αρχικλέφτρες,0.875,0.0,1.0,0.625,0.75,0.0625,0.0,0.0625,0.3125
μεθυστικέ,0.75,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.375
καταχαρούμενε,0.75,1.0,0.0,0.0,0.0,0.0,0.875,0.0,0.3125
βαριά,0.5,0.0,1.0,0.0625,0.3125,0.0,0.0,0.5625,0.0625
σιροπιάσαν,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0625
τεμπελόσκυλό,0.75,0.0,1.0,0.25,0.5,0.0,0.0,0.0,0.25
σαλιαρίσαν,0.875,0.0,1.0,0.125,0.625,0.0,0.0,0.0,0.3125
δοκιμάσανε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νοσταλγείς,0.75,0.25,1.0,0.0,0.0,0.0,0.0625,0.625,0.3125
κατασιγάσω,0.375,0.333333333333,0.666666666667,0.1875,0.1875,0.0,0.125,0.0,0.3125
χαμογέλαγες,0.75,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.1875
ύμνοι,0.625,1.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.375
πείνασες,0.625,0.0,1.0,0.125,0.1875,0.0625,0.0,0.125,0.3125
κοινοί,0.375,0.0,0.5,0.125,0.1875,0.0625,0.1875,0.0625,0.1875
κόμητες,0.25,0.0,0.5,0.0625,0.25,0.1875,0.0,0.0,0.25
υψηλοφρόνων,0.625,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.4375
διασκέδαζε,0.75,1.0,0.0,0.0,0.0,0.0,0.875,0.0,0.4375
αδιάντροπά,1.0,0.0,1.0,0.625,0.875,0.0,0.0,0.125,0.125
σκανδαλιστικής,0.75,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.4375
πυρπολούνε,0.375,0.0,0.5,0.25,0.125,0.125,0.0,0.0,0.25
απαγγέλλει,0.25,0.5,0.5,0.0,0.0,0.0,0.125,0.0,0.0
κλασικότερου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
επικοινώνησέ,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
νευρικότερη,0.875,0.0,1.0,0.375,0.0625,0.1875,0.0,0.0625,0.25
πάσχεις,0.375,0.0,0.75,0.25,0.0625,0.1875,0.0,0.375,0.1875
πλασματικός,0.25,0.0,0.25,0.0,0.0625,0.0,0.0,0.0,0.125
ευλογήστε,0.375,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.3125
ξαναγεννάς,0.375,0.75,0.25,0.0,0.0,0.0,0.625,0.0,0.375
σουτάροντάς,0.625,0.0,0.75,0.25,0.0625,0.0,0.0,0.0,0.3125
κουφοβράζουν,0.375,0.25,0.75,0.0625,0.125,0.0,0.0,0.125,0.0625
ξέρετέ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ψυλλιαστήκατε,0.5,0.25,0.75,0.125,0.125,0.0,0.0,0.0,0.125
καμαρώνοντάς,0.75,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.5
διαισθανθεί,0.5,0.25,0.75,0.0,0.0,0.3125,0.0625,0.125,0.1875
φοβόμουνα,0.875,0.0,1.0,0.0,0.0,0.9375,0.0,0.0625,0.375
εχθρευτείτε,0.75,0.0,1.0,0.625,0.5625,0.1875,0.0,0.1875,0.125
θηλυκός,0.25,0.0,0.5,0.1875,0.1875,0.0,0.0,0.0,0.1875
βουίξεις,0.375,0.0,0.75,0.1875,0.25,0.125,0.0,0.0625,0.25
ερωτευτώ,0.75,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.375
καρφώνοντάς,0.375,0.0,0.75,0.25,0.3125,0.1875,0.0,0.0,0.25
όρνιών,0.75,0.0,1.0,0.5625,0.3125,0.1875,0.0,0.0,0.25
ψυχολόγησε,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
άδειάς,0.375,0.0,0.5,0.125,0.125,0.0,0.0,0.25,0.0
λιγουρεύτηκα,0.625,0.5,0.75,0.0,0.125,0.0,0.1875,0.0,0.25
βαριόμουνα,0.75,0.0,1.0,0.0,0.375,0.0,0.0,0.125,0.125
διψάγατε,0.625,1.0,1.0,0.0625,0.25,0.0,0.375,0.125,0.1875
τρυπήσετε,0.5,0.0,0.75,0.0,0.25,0.0,0.0,0.0625,0.0625
επισκεπτόντουσαν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανθρώπινες,0.375,0.75,0.0,0.0,0.0,0.0,0.4375,0.0,0.25
ειλικρινή,0.5,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.375
αποτυφλώνοντας,0.25,0.0,0.5,0.1875,0.1875,0.125,0.0,0.125,0.0625
ορφανός,0.5,0.0,0.75,0.125,0.0625,0.0625,0.0,0.4375,0.3125
μπατσαρία,0.875,0.0,1.0,0.5,0.5625,0.0625,0.0,0.0,0.1875
φρίττοντάς,1.0,0.0,1.0,0.1875,0.6875,0.3125,0.0,0.25,0.6875
ξεγελασμένα,0.25,0.0,0.5,0.125,0.125,0.0625,0.0,0.0,0.3125
συμμεριζόσουνα,0.375,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.1875
μονάζουν,0.25,0.0,0.5,0.0,0.1875,0.0,0.0,0.0,0.3125
πολύξερούς,0.5,0.25,0.75,0.25,0.375,0.0,0.0,0.0,0.3125
φθονήσουμε,0.875,0.0,1.0,0.5,0.6875,0.0625,0.0,0.25,0.1875
πικρότατες,0.75,0.0,1.0,0.0625,0.3125,0.0625,0.0,0.5625,0.25
σωσίβιο,0.375,0.75,0.0,0.0,0.0,0.0,0.3125,0.0,0.1875
κουφοβρασμένο,0.375,0.25,0.75,0.0625,0.125,0.0,0.0,0.125,0.0625
περιέβαλλε,0.375,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
παραίσθησής,0.375,0.0,0.75,0.0625,0.125,0.1875,0.0,0.0,0.3125
ευχάριστους,0.75,1.0,0.0,0.0,0.0,0.0,0.875,0.0,0.3125
κρυμμένα,0.25,0.0,0.5,0.1875,0.0625,0.0,0.0,0.0,0.1875
θερίζανε,0.375,0.25,0.75,0.125,0.25,0.3125,0.0,0.0625,0.25
κάν' τον,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μαλλιά,0.375,0.25,0.75,0.125,0.25,0.125,0.0,0.0,0.25
κολακεύσανε,0.75,0.666666666667,0.666666666667,0.0,0.25,0.0,0.375,0.0,0.25
διανθίσαν,0.375,0.75,0.0,0.0,0.0,0.0,0.375,0.0,0.1875
αποστασιοποιόταν,0.25,0.0,0.5,0.1875,0.0,0.0,0.0,0.0,0.0
σαμιαμιθιών,0.5,0.0,0.75,0.1875,0.375,0.0,0.0,0.0,0.3125
λησμονηθήκανε,0.375,0.0,0.75,0.0,0.0625,0.1875,0.0,0.375,0.1875
διαπνέω,0.5,0.75,0.25,0.0,0.0,0.0,0.3125,0.0,0.1875
κακού,0.5,0.0,0.75,0.25,0.375,0.375,0.0,0.1875,0.25
ξυπνημένοι,0.375,0.0,0.5,0.25,0.0625,0.0625,0.0,0.0,0.3125
τυπολάτριδα,0.5,0.0,0.75,0.0625,0.3125,0.0,0.0,0.0,0.25
κοπρολόγους,0.5,0.0,0.75,0.1875,0.5,0.0,0.0,0.0,0.25
γλείφετέ,0.875,0.0,1.0,0.625,0.6875,0.0,0.0,0.0625,0.3125
εκφραστικότατα,0.5,0.75,0.25,0.0,0.0,0.0,0.375,0.0,0.25
τελειότατε,0.625,0.75,0.0,0.0,0.0,0.0,0.6875,0.0,0.4375
πειραγμένα,0.5,0.25,1.0,0.375,0.1875,0.0625,0.0625,0.1875,0.25
φιλοξένησ' τες,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.125
σεβόμαστε,0.75,1.0,0.0,0.0,0.0,0.0,0.375,0.0,0.25
αποσβόλωνέ,0.75,1.0,1.0,0.1875,0.25,0.4375,0.1875,0.1875,0.9375
χαμογέλασέ,0.75,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.1875
μαρμάρωσε,0.375,0.0,0.75,0.0,0.125,0.625,0.0,0.0,0.75
επικοινωνήσουμε,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.1875
λιγώσατε,0.75,0.25,1.0,0.0,0.5625,0.0,0.25,0.0,0.25
τρέφαν,0.25,0.25,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625
γλείφανε,0.875,0.0,1.0,0.625,0.6875,0.0,0.0,0.0625,0.3125
απεχθανθώ,0.75,0.0,1.0,0.5,0.8125,0.0,0.0,0.125,0.0
δογματικότερη,0.25,0.0,0.5,0.125,0.25,0.0625,0.0,0.0,0.1875
νταντεύετε,0.5,0.0,0.75,0.125,0.25,0.0,0.0,0.0,0.3125
παθητικός,0.25,0.0,0.5,0.0625,0.25,0.0,0.0,0.0,0.125
ψυχών,0.375,0.5,0.0,0.0,0.0,0.0,0.375,0.0,0.4375
κουφοβρασμένος,0.375,0.25,0.75,0.0625,0.125,0.0,0.0,0.125,0.0625
ακουστικότατους,0.25,0.5,0.0,0.0,0.0,0.0,0.3125,0.0,0.25
στενόχωρής,0.875,0.25,0.75,0.0,0.0625,0.0,0.0,0.5625,0.1875
αιδημοσύνη,1.0,0.25,1.0,0.375,0.4375,0.4375,0.0,0.0,0.3125
οιστρηλατήσουν,0.625,0.75,0.25,0.0,0.0,0.0,0.5,0.0,0.5
απροίκιστό,0.5,0.0,0.75,0.1875,0.25,0.0,0.0,0.1875,0.125
συνεσταλμένα,0.75,0.25,0.75,0.0,0.0625,0.125,0.125,0.125,0.1875
σκανδαλίζουν,0.75,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.4375
λάμπετε,0.5,0.75,0.0,0.0,0.0,0.0,0.625,0.0,0.5
φώτισ' το,0.5,0.75,0.5,0.0625,0.125,0.0,0.3125,0.0,0.3125
καθορίζοντας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ζεστότατης,0.5,1.0,0.0,0.0,0.0,0.0,0.375,0.0,0.375
εμφυσούσε,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.25
συμπόνεσε,0.75,0.75,0.5,0.0,0.0,0.0,0.25,0.25,0.25
ακόρεστου,0.625,0.25,0.75,0.0625,0.3125,0.125,0.0,0.0,0.375
λησμονηθείτε,0.375,0.0,0.75,0.0,0.0625,0.1875,0.0,0.375,0.1875
στραβωμάρες,1.0,0.0,1.0,0.375,0.375,0.0,0.0,0.0,0.375
κατασταλάζετέ,0.25,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.0625
χρυσίου,0.375,0.0,0.75,0.0,0.125,0.0,0.0,0.0,0.1875
ψυχανεμίστηκε,0.25,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0
κουτσαμάρες,0.625,0.0,1.0,0.1875,0.3125,0.0625,0.0,0.125,0.1875
κερατάδες,0.75,0.25,1.0,0.625,0.4375,0.125,0.0625,0.125,0.5
κωλοβαρήσουν,0.625,0.0,0.75,0.375,0.5,0.0,0.0,0.0625,0.25
μπαστάρδικη,0.875,0.0,1.0,0.4375,0.6875,0.0,0.0,0.0,0.3125
μεταμελημένο,0.625,0.0,0.75,0.0,0.0,0.0625,0.0,0.375,0.0625
ανοίξετε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ενσπείρουμε,0.25,0.0,0.5,0.125,0.125,0.0,0.0,0.0,0.0625
στοργικότατους,0.875,1.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.25
ζαλάδα,0.75,0.0,1.0,0.125,0.375,0.125,0.0,0.125,0.25
στεγνώσατε,0.25,0.0,0.5,0.0,0.1875,0.0,0.0,0.0,0.0625
αντιστεκόμουνα,0.375,0.25,0.5,0.1875,0.125,0.1875,0.125,0.0625,0.0
κοιναισθησία,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
λύναν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
προαισθάνθηκε,0.625,0.5,0.75,0.0,0.0,0.25,0.1875,0.0625,0.25
ηδονίζεσθε,0.75,0.5,0.5,0.0,0.125,0.0,0.3125,0.0,0.375
συναισθανθήκατε,0.5,0.75,0.25,0.125,0.125,0.125,0.5,0.125,0.375
μνησικακήσανε,0.875,0.0,1.0,0.6875,0.4375,0.1875,0.0,0.0,0.3125
ρωμιοί,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.3125
ανόθευτα,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.3125
σύγκρυων,0.75,0.0,1.0,0.125,0.3125,0.375,0.0,0.1875,0.4375
κοκκινίσουνε,0.5,0.5,0.75,0.25,0.1875,0.3125,0.25,0.0,0.5
ταξιδάκια,0.5,0.75,0.0,0.0,0.0,0.0,0.5625,0.0,0.4375
ρομαντικοί,0.625,1.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.375
εκτεθειμένη,0.5,0.0,1.0,0.1875,0.25,0.4375,0.0,0.125,0.3125
έκφράσέ,0.5,0.75,0.75,0.1875,0.1875,0.1875,0.375,0.25,0.3125
σουρεαλιστικότερης,0.375,0.25,0.75,0.0,0.125,0.0,0.0,0.0,0.3125
χαμομήλι,0.125,0.0,0.25,0.0,0.0625,0.0,0.0,0.0,0.0
ηδονίστηκα,0.75,0.5,0.5,0.0,0.125,0.0,0.3125,0.0,0.375
εμποτίσουνε,0.375,0.75,0.25,0.0625,0.0,0.0625,0.25,0.0,0.3125
αλλόπιστή,0.625,0.0,0.75,0.1875,0.3125,0.1875,0.0,0.125,0.3125
διασκεδάζανε,0.75,1.0,0.0,0.0,0.0,0.0,0.875,0.0,0.4375
αγανάκτησε,1.0,0.0,1.0,1.0,0.625,0.0625,0.0,0.125,0.125
όχλοι,0.5,0.0,0.75,0.1875,0.4375,0.0625,0.0,0.0,0.25
σμπαραλιάζετέ,0.875,0.0,1.0,0.125,0.1875,0.0,0.0,0.375,0.25
σαλιαρίσματα,0.75,0.0,1.0,0.125,0.625,0.0,0.0,0.0,0.3125
ψυχοπλακώναν,0.875,0.0,1.0,0.0,0.1875,0.0625,0.0,0.8125,0.3125
στυγνών,0.875,0.0,1.0,0.1875,0.375,0.25,0.0,0.0625,0.25
πικρότερος,0.75,0.0,1.0,0.0625,0.3125,0.0625,0.0,0.5625,0.25
μουδιάζαμε,0.375,0.0,0.75,0.0,0.1875,0.5,0.0,0.0625,0.375
κομμούνα,0.5,0.0,0.75,0.375,0.4375,0.0,0.0,0.0,0.1875
ευνουχίζαμε,0.625,0.0,1.0,0.25,0.3125,0.375,0.0,0.1875,0.3125
μισθοφόρων,0.25,0.0,0.5,0.0,0.3125,0.0625,0.0,0.0,0.125
διεγείρετέ,0.625,1.0,1.0,0.25,0.125,0.1875,0.5,0.0625,0.25
συσταλθείτε,0.375,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0625
κρυφοκαμαρώσατε,0.75,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.3125
λιμπίζομαι,0.875,1.0,0.25,0.0,0.1875,0.0,0.375,0.0,0.375
ανασφάλειες,0.75,0.0,1.0,0.125,0.0,0.75,0.0,0.375,0.125
αποχαιρετισμέ,0.5,0.0,1.0,0.0,0.0,0.0,0.0625,0.3125,0.0
συνεπαίρνω,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5
παλληκαράδες,0.75,0.75,0.5,0.125,0.1875,0.0625,0.3125,0.0625,0.3125
αχόρταγός,0.625,0.0,1.0,0.3125,0.4375,0.0,0.0,0.0,0.1875
έκρυβα,0.25,0.0,0.5,0.1875,0.0625,0.0,0.0,0.0,0.1875
κατακρεούργησέ,0.875,0.0,1.0,0.4375,0.625,0.3125,0.0,0.25,0.1875
κουράδες,0.875,0.0,1.0,0.4375,0.8125,0.0,0.0,0.0,0.3125
ζώσανε,0.375,0.0,0.75,0.1875,0.125,0.375,0.0,0.0,0.1875
πλημμυρίζατε,0.375,0.5,0.5,0.1875,0.0625,0.1875,0.25,0.125,0.25
αδιάντροπών,1.0,0.0,1.0,0.625,0.875,0.0,0.0,0.125,0.125
διπλαρώνετέ,0.5,0.0,1.0,0.1875,0.4375,0.0,0.0,0.0,0.1875
σκασμούς,0.875,0.0,1.0,0.625,0.375,0.0,0.0,0.0,0.5
συλλυπείστε,0.75,0.0,1.0,0.0,0.0625,0.0,0.0,0.625,0.25
ωμότατη,0.375,0.0,0.75,0.125,0.375,0.0,0.0,0.0,0.0625
διοχέτευσα,0.375,0.25,0.75,0.0,0.125,0.0,0.0,0.0,0.125
φαγουρισμένες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αγνότατων,0.875,1.0,0.25,0.0,0.0,0.0,0.8125,0.0,0.3125
πονεμένο,0.875,0.0,1.0,0.0625,0.1875,0.25,0.0,0.4375,0.3125
βλάχα,0.875,0.0,1.0,0.5625,0.5,0.0,0.0,0.0,0.125
χρίζετέ,0.25,0.5,0.5,0.0,0.0,0.0,0.125,0.0,0.0
τσιρακιών,0.875,0.0,1.0,0.3125,0.5625,0.0,0.0,0.0,0.1875
